"ComputerName","File","FunctionName","Level","Line","Message","ModuleName","Runspace","Tags","TargetObject","Timestamp","Type","Username"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","293","Process 22b07fba-5f6a-4098-9bff-2a64727ae92b","<Unknown>","ba79860d-d35d-4e4a-8b55-ff42d6117bdd","","axios/1.6.7","10.04.2024 13:00:20","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 22b07fba-5f6a-4098-9bff-2a64727ae92b.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:00:20","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 22b07fba-5f6a-4098-9bff-2a64727ae92b.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:00:31","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","293","Process 7be911b0-48b2-4076-b130-145ac3ef3ee3","<Unknown>","d9dcbc1d-75c2-40cc-a828-c356802b5781","","axios/1.6.7","10.04.2024 13:03:14","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 7be911b0-48b2-4076-b130-145ac3ef3ee3.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:03:14","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 7be911b0-48b2-4076-b130-145ac3ef3ee3.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:03:25","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","293","Process e5c45cd6-d487-42ae-8bb0-71d87682c034","<Unknown>","ba79860d-d35d-4e4a-8b55-ff42d6117bdd","","axios/1.6.7","10.04.2024 13:05:51","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created e5c45cd6-d487-42ae-8bb0-71d87682c034.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:05:51","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted e5c45cd6-d487-42ae-8bb0-71d87682c034.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:06:01","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","293","Process ddfabb21-386e-47d7-8834-d3d0ae34ddde","<Unknown>","d9dcbc1d-75c2-40cc-a828-c356802b5781","","axios/1.6.7","10.04.2024 13:08:24","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created ddfabb21-386e-47d7-8834-d3d0ae34ddde.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:08:24","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted ddfabb21-386e-47d7-8834-d3d0ae34ddde.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:08:35","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","293","Process aea6925e-ec18-4328-ac88-f84258d7a4ef","<Unknown>","ba79860d-d35d-4e4a-8b55-ff42d6117bdd","","axios/1.6.7","10.04.2024 13:10:32","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created aea6925e-ec18-4328-ac88-f84258d7a4ef.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:10:32","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted aea6925e-ec18-4328-ac88-f84258d7a4ef.json","<Unknown>","89b16b84-9121-4853-a06f-d43d0f0f9f81","",,"10.04.2024 13:10:42","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","333","Begin Start-PodeApiServer","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Invoke-BearerAuthtication","Verbose","128","Initialize Invoke-BearerAuthtication","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Verbose","187","Initialize New-AssetToQueue","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Verbose","229","Initialize Remove-AssetFromQueue","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","266","Initialize Add-PodeApiEndpoint","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Start-PodeApiServer","Verbose","359","Process API","<Unknown>","d56edfae-c4b7-420e-a5d5-e92b18bdfc02","",,"10.04.2024 13:13:57","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process afa69139-01ad-4277-94e8-be7509703f45","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:14:23","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created afa69139-01ad-4277-94e8-be7509703f45.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:14:23","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted afa69139-01ad-4277-94e8-be7509703f45.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:14:34","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 5f8d4eac-1f75-475a-8470-ad7d35c2d0bc","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:16:34","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 5f8d4eac-1f75-475a-8470-ad7d35c2d0bc.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:16:34","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 5f8d4eac-1f75-475a-8470-ad7d35c2d0bc.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:19:29","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 0d60e3e9-beca-4235-bba6-ef1f80064ce1","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:21:41","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 0d60e3e9-beca-4235-bba6-ef1f80064ce1.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:21:41","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 0d60e3e9-beca-4235-bba6-ef1f80064ce1.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:21:46","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 0cc2e9d8-6dcf-49c7-a525-fb2f45c2a078","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:25:43","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 0cc2e9d8-6dcf-49c7-a525-fb2f45c2a078.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:25:43","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 0cc2e9d8-6dcf-49c7-a525-fb2f45c2a078.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:25:55","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 9ff3b2e6-d782-4f2b-92ed-9cc6e3d362cc","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:26:20","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 9ff3b2e6-d782-4f2b-92ed-9cc6e3d362cc.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:26:20","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 9ff3b2e6-d782-4f2b-92ed-9cc6e3d362cc.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:26:31","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process c4775bbc-9de7-49b2-bb2f-26c88e243489","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:27:25","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created c4775bbc-9de7-49b2-bb2f-26c88e243489.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:27:25","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted c4775bbc-9de7-49b2-bb2f-26c88e243489.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:27:42","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 5be47ecc-aa90-40d3-9e5b-db6f651f3335","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:29:51","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 5be47ecc-aa90-40d3-9e5b-db6f651f3335.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:29:51","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 5be47ecc-aa90-40d3-9e5b-db6f651f3335.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:30:14","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process b74b4376-55d9-4352-9ec7-ed656fd1c928","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:30:32","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created b74b4376-55d9-4352-9ec7-ed656fd1c928.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:30:32","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted b74b4376-55d9-4352-9ec7-ed656fd1c928.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:30:44","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 92d4ef95-0b56-493f-a808-4942c6589200","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:34:23","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 92d4ef95-0b56-493f-a808-4942c6589200.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:34:23","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 845a2351-0b01-43d6-bca0-b79757f0a33a","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:36:28","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 845a2351-0b01-43d6-bca0-b79757f0a33a.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:36:28","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 92d4ef95-0b56-493f-a808-4942c6589200.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:36:59","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 845a2351-0b01-43d6-bca0-b79757f0a33a.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:38:32","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 6397b219-3d05-4268-b5d0-a6aa846f0632","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:45:33","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 6397b219-3d05-4268-b5d0-a6aa846f0632.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:45:33","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 6397b219-3d05-4268-b5d0-a6aa846f0632.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:45:37","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process f7e39f04-64c4-4481-88d1-383497fa8422","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:45:49","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created f7e39f04-64c4-4481-88d1-383497fa8422.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:45:49","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted f7e39f04-64c4-4481-88d1-383497fa8422.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:45:53","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 0b355368-1f4f-45b9-a0eb-8929fc9293ff","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:45:58","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 0b355368-1f4f-45b9-a0eb-8929fc9293ff.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:45:58","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 0b355368-1f4f-45b9-a0eb-8929fc9293ff.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:48:20","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process dcfd5389-5b6f-46f5-a39f-6aa9aa713b67","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:51:48","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created dcfd5389-5b6f-46f5-a39f-6aa9aa713b67.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:51:48","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted dcfd5389-5b6f-46f5-a39f-6aa9aa713b67.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:51:52","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 444eee6f-587c-4a30-8873-1b11bf7988d5","<Unknown>","670cb32c-d569-47af-8ac1-6a394cbb69c1","","axios/1.6.7","10.04.2024 13:51:56","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 444eee6f-587c-4a30-8873-1b11bf7988d5.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:51:56","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Remove-AssetFromQueue","Important","235","Deleted 444eee6f-587c-4a30-8873-1b11bf7988d5.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:53:51","Information, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","Add-PodeApiEndpoint","Verbose","294","Process 7d1079c1-2524-4df9-adce-cc7bb7fd2af6","<Unknown>","dd1b5403-5407-4d64-880f-17c9743a94f8","","axios/1.6.7","10.04.2024 13:59:33","Verbose, Debug","AT40845\tinu"
"AT40845","D:\github.com\PSAutoMic\bin\Start-PSAutoMic.ps1","New-AssetToQueue","Important","193","Created 7d1079c1-2524-4df9-adce-cc7bb7fd2af6.json","<Unknown>","c588cb75-a45f-4a8f-9bf5-808628d930b5","",,"10.04.2024 13:59:33","Information, Debug","AT40845\tinu"
